root_cause_service,fault_type,fault_date,node,num_in,num_out,weight_in,weight_out,num_anomalous_in,num_anomalous_out,weight_anomalous_in,weight_anomalous_out,num_traces,num_anomalous_traces,num_unique_traces,num_unique_anomalous_traces,root_cause,ranked
admin-order,abort,1015,gateway,0,15,0,3291,0,1,0,1346,3291,1346,40,1,0,0
admin-order,abort,1015,admin-order,1,0,1346,0,1,0,1346,0,1346,1346,1,1,1,1
admin-order,abort,1015,assurance,2,0,67,0,0,0,0,0,73,0,3,0,0,0
admin-order,abort,1015,consign,1,0,5,0,0,0,0,0,5,0,1,0,0,0
admin-order,abort,1015,contacts,2,0,74,0,0,0,0,0,80,0,4,0,0,0
admin-order,abort,1015,preserve,1,11,14,47,0,0,0,0,14,0,12,0,0,0
admin-order,abort,1015,travel-plan,1,3,6,23,0,0,0,0,6,0,5,0,0,0
admin-order,abort,1015,ts-ui-dashboard,1,0,1354,0,0,0,0,0,1354,0,1,0,0,0
admin-order,abort,1015,payment,1,0,7,0,0,0,0,0,16,0,2,0,0,0
admin-order,abort,1015,seat,4,5,23,68,0,0,0,0,22,0,19,0,0,0
admin-order,abort,1015,security,1,2,3,6,0,0,0,0,6,0,4,0,0,0
admin-order,abort,1015,ticketinfo,4,1,81,69,0,0,0,0,27,0,21,0,0,0
admin-order,abort,1015,route-plan,0,2,0,6,0,0,0,0,4,0,4,0,0,0
admin-order,abort,1015,travel2,2,5,5,41,0,0,0,0,6,0,5,0,0,0
admin-order,abort,1015,config,1,0,20,0,0,0,0,0,19,0,12,0,0,0
admin-order,cpu,1014,admin-order,1,2,123,90,1,0,123,0,123,123,1,1,1,1
admin-order,cpu,1014,order,8,1,294,45,1,0,1,0,305,96,20,11,0,4
admin-order,cpu,1014,order-other,8,1,198,46,0,0,0,0,212,62,19,8,0,0
admin-order,cpu,1014,auth,1,1,51,22,0,0,0,0,51,0,1,0,0,0
admin-order,cpu,1014,verification-code,2,0,230,0,0,0,0,0,240,0,2,0,0,0
admin-order,cpu,1014,basic,1,4,87,157,0,0,0,0,32,19,23,11,0,0
admin-order,cpu,1014,price,1,0,13,0,0,0,0,0,18,11,11,5,0,0
admin-order,cpu,1014,route,3,0,89,0,0,0,0,0,64,24,21,11,0,0
admin-order,cpu,1014,station,7,0,259,0,1,0,2,0,199,22,25,11,0,5
admin-order,cpu,1014,train,3,0,52,0,0,0,0,0,27,17,18,10,0,0
admin-order,cpu,1014,cancel,1,5,65,80,0,0,0,0,65,0,2,0,0,0
admin-order,cpu,1014,inside-payment,2,3,42,43,0,0,0,0,52,0,3,0,0,0
admin-order,cpu,1014,notification,3,0,18,0,0,0,0,0,26,5,8,2,0,0
admin-order,cpu,1014,user,3,0,23,0,0,0,0,0,32,5,9,3,0,0
admin-order,cpu,1014,food,3,3,77,62,1,1,4,4,77,10,9,4,0,0
admin-order,cpu,1014,food-map,1,0,28,0,1,0,4,0,39,4,1,2,0,0
admin-order,cpu,1014,travel,5,5,73,171,0,1,0,47,57,24,19,12,0,2
admin-order,cpu,1014,gateway,0,19,0,1190,0,3,0,128,1190,150,41,15,0,0
admin-order,cpu,1014,admin-basic-info,1,0,2,0,0,0,0,0,2,0,1,0,0,0
admin-order,cpu,1014,admin-route,1,0,1,0,0,0,0,0,1,0,1,0,0,0
admin-order,cpu,1014,admin-travel,1,0,1,0,0,0,0,0,1,0,1,0,0,0
admin-order,cpu,1014,assurance,3,0,81,0,0,0,0,0,83,3,8,2,0,0
admin-order,cpu,1014,consign,1,0,11,0,0,0,0,0,11,0,1,0,0,0
admin-order,cpu,1014,contacts,3,0,87,0,0,0,0,0,90,3,4,2,0,0
admin-order,cpu,1014,preserve,1,11,12,53,0,1,0,2,12,10,6,5,0,0
admin-order,cpu,1014,preserve-other,1,11,7,30,0,0,0,0,7,0,7,0,0,0
admin-order,cpu,1014,travel-plan,1,4,6,16,0,0,0,0,6,5,4,3,0,0
admin-order,cpu,1014,ts-ui-dashboard,1,0,174,0,0,0,0,0,174,0,1,0,0,0
admin-order,cpu,1014,payment,1,0,15,0,0,0,0,0,23,0,2,0,0,0
admin-order,cpu,1014,seat,5,5,24,98,0,0,0,0,25,14,19,9,0,0
admin-order,cpu,1014,security,2,2,4,19,0,0,0,0,14,8,8,4,0,0
admin-order,cpu,1014,ticketinfo,5,1,71,87,1,0,47,0,32,20,22,11,0,3
admin-order,cpu,1014,travel2,3,5,11,35,0,0,0,0,11,4,8,3,0,0
admin-order,cpu,1014,route-plan,1,2,1,8,0,0,0,0,6,5,4,3,0,0
admin-order,cpu,1014,config,1,0,22,0,0,0,0,0,18,11,10,6,0,0
admin-order,cpu,1016,admin-basic-info,1,1,1,1,0,0,0,0,1,0,1,0,0,0
admin-order,cpu,1016,contacts,4,0,86,0,0,0,0,0,90,0,8,0,0,0
admin-order,cpu,1016,admin-order,1,2,161,247,1,0,161,0,161,161,1,1,1,1
admin-order,cpu,1016,order,8,1,377,83,0,0,0,0,316,151,18,1,0,0
admin-order,cpu,1016,order-other,8,1,228,71,0,0,0,0,227,112,15,1,0,0
admin-order,cpu,1016,admin-route,1,1,1,1,0,0,0,0,1,0,1,0,0,0
admin-order,cpu,1016,route,4,0,176,0,0,0,0,0,64,0,15,0,0,0
admin-order,cpu,1016,auth,1,1,41,27,0,0,0,0,41,0,1,0,0,0
admin-order,cpu,1016,verification-code,2,0,181,0,0,0,0,0,184,0,2,0,0,0
admin-order,cpu,1016,basic,1,4,201,386,0,0,0,0,24,0,13,0,0,0
admin-order,cpu,1016,price,1,0,28,0,0,0,0,0,23,0,10,0,0,0
admin-order,cpu,1016,station,7,0,520,0,0,0,0,0,244,0,16,0,0,0
admin-order,cpu,1016,train,3,0,107,0,0,0,0,0,23,0,12,0,0,0
admin-order,cpu,1016,cancel,1,5,31,75,0,0,0,0,31,0,2,0,0,0
admin-order,cpu,1016,inside-payment,2,3,30,43,0,0,0,0,31,0,4,0,0,0
admin-order,cpu,1016,notification,3,0,20,0,0,0,0,0,22,0,8,0,0,0
admin-order,cpu,1016,user,3,0,18,0,0,0,0,0,25,0,7,0,0,0
admin-order,cpu,1016,food,3,3,60,149,0,0,0,0,62,0,7,0,0,0
admin-order,cpu,1016,food-map,1,0,62,0,0,0,0,0,47,0,1,0,0,0
admin-order,cpu,1016,travel,5,5,126,387,0,0,0,0,69,0,13,0,0,0
admin-order,cpu,1016,gateway,0,18,0,1006,0,1,0,161,1006,161,29,1,0,0
admin-order,cpu,1016,assurance,3,0,72,0,0,0,0,0,76,0,6,0,0,0
admin-order,cpu,1016,consign,1,0,5,0,0,0,0,0,5,0,1,0,0,0
admin-order,cpu,1016,preserve,1,11,10,52,0,0,0,0,10,0,7,0,0,0
admin-order,cpu,1016,preserve-other,1,11,2,17,0,0,0,0,2,0,1,0,0,0
admin-order,cpu,1016,travel-plan,1,3,5,41,0,0,0,0,5,0,4,0,0,0
admin-order,cpu,1016,ts-ui-dashboard,1,0,179,0,0,0,0,0,179,0,1,0,0,0
admin-order,cpu,1016,payment,1,0,13,0,0,0,0,0,16,0,2,0,0,0
admin-order,cpu,1016,seat,5,5,54,190,0,0,0,0,22,0,11,0,0,0
admin-order,cpu,1016,security,2,2,3,20,0,0,0,0,11,0,8,0,0,0
admin-order,cpu,1016,ticketinfo,5,1,197,201,0,0,0,0,24,0,13,0,0,0
admin-order,cpu,1016,travel2,3,5,21,59,0,0,0,0,7,0,5,0,0,0
admin-order,cpu,1016,route-plan,0,2,0,6,0,0,0,0,4,0,3,0,0,0
admin-order,cpu,1016,config,1,0,46,0,0,0,0,0,23,0,10,0,0,0
assurance,abort,1011,auth,1,1,47,38,0,0,0,0,47,0,1,0,0,0
assurance,abort,1011,verification-code,2,0,216,0,0,0,0,0,224,0,2,0,0,0
assurance,abort,1011,basic,1,4,48,104,0,0,0,0,6,1,3,1,0,0
assurance,abort,1011,price,1,0,7,0,0,0,0,0,6,1,3,1,0,0
assurance,abort,1011,route,3,0,66,0,0,0,0,0,28,1,4,1,0,0
assurance,abort,1011,station,3,0,122,0,1,0,1,0,28,1,4,1,0,0
assurance,abort,1011,train,3,0,28,0,0,0,0,0,6,1,3,1,0,0
assurance,abort,1011,food,1,3,28,106,0,0,0,0,28,0,1,0,0,0
assurance,abort,1011,food-map,1,0,45,0,0,0,0,0,27,0,1,0,0,0
assurance,abort,1011,travel,4,5,53,135,0,0,0,0,33,1,4,1,0,0
assurance,abort,1011,gateway,0,8,0,372,0,1,0,51,372,52,9,2,0,0
assurance,abort,1011,assurance,1,0,51,0,1,0,51,0,51,51,1,1,1,1
assurance,abort,1011,consign,1,0,10,0,0,0,0,0,10,0,1,0,0,0
assurance,abort,1011,contacts,1,0,52,0,0,0,0,0,52,0,1,0,0,0
assurance,abort,1011,travel-plan,1,4,2,12,0,1,0,1,2,1,2,1,0,0
assurance,abort,1011,route-plan,1,2,1,4,0,0,0,0,2,1,2,1,0,0
assurance,abort,1011,travel2,1,4,2,9,0,0,0,0,2,1,2,1,0,0
assurance,abort,1011,seat,3,3,12,48,0,0,0,0,6,1,3,1,0,0
assurance,abort,1011,config,1,0,13,0,0,0,0,0,6,1,3,1,0,0
assurance,abort,1011,order,2,0,17,0,0,0,0,0,6,1,3,1,0,0
assurance,abort,1011,ticketinfo,3,1,56,48,0,0,0,0,6,1,3,1,0,0
assurance,abort,1015,auth,1,1,87,61,0,0,0,0,87,0,1,0,0,0
assurance,abort,1015,verification-code,2,0,421,0,0,0,0,0,435,0,2,0,0,0
assurance,abort,1015,basic,1,4,155,300,0,0,0,0,28,1,6,1,0,0
assurance,abort,1015,price,1,0,20,0,0,0,0,0,22,1,4,1,0,0
assurance,abort,1015,route,3,0,138,0,1,0,1,0,62,1,6,1,0,0
assurance,abort,1015,station,3,0,290,0,0,0,0,0,65,1,8,1,0,0
assurance,abort,1015,train,3,0,77,0,0,0,0,0,28,1,6,1,0,0
assurance,abort,1015,food,1,3,51,124,0,0,0,0,51,0,2,0,0,0
assurance,abort,1015,food-map,1,0,52,0,0,0,0,0,41,0,2,0,0,0
assurance,abort,1015,travel,4,5,132,326,0,0,0,0,67,1,8,1,0,0
assurance,abort,1015,gateway,0,8,0,692,0,1,0,74,692,75,13,2,0,0
assurance,abort,1015,assurance,1,0,74,0,1,0,74,0,74,74,1,1,1,1
assurance,abort,1015,consign,1,0,16,0,0,0,0,0,16,0,1,0,0,0
assurance,abort,1015,contacts,1,0,76,0,0,0,0,0,76,0,1,0,0,0
assurance,abort,1015,travel-plan,1,3,7,30,0,0,0,0,7,1,5,1,0,0
assurance,abort,1015,route-plan,0,2,0,13,0,0,0,0,5,1,5,1,0,0
assurance,abort,1015,travel2,2,4,9,17,0,1,0,1,7,1,5,1,0,0
assurance,abort,1015,seat,3,5,45,154,0,0,0,0,28,1,6,1,0,0
assurance,abort,1015,config,1,0,41,0,0,0,0,0,25,1,5,1,0,0
assurance,abort,1015,order,2,0,41,0,0,0,0,0,25,1,4,0,0,0
assurance,abort,1015,order-other,1,0,2,0,0,0,0,0,5,1,1,0,0,0
assurance,abort,1015,ticketinfo,3,1,138,155,0,0,0,0,27,1,6,1,0,0
assurance,cpu,1012,admin-order,1,2,140,120,0,0,0,0,140,0,1,0,0,0
assurance,cpu,1012,order,8,1,329,71,0,0,0,0,328,40,44,32,0,0
assurance,cpu,1012,order-other,6,1,194,55,0,0,0,0,216,25,24,17,0,0
assurance,cpu,1012,auth,1,1,56,28,0,0,0,0,56,0,1,0,0,0
assurance,cpu,1012,verification-code,2,0,221,0,0,0,0,0,230,0,2,0,0,0
assurance,cpu,1012,basic,1,4,100,259,0,0,0,0,56,41,42,34,0,0
assurance,cpu,1012,price,1,0,23,0,0,0,0,0,36,29,18,15,0,0
assurance,cpu,1012,route,3,0,127,0,0,0,0,0,93,37,34,27,0,0
assurance,cpu,1012,station,7,0,407,0,0,0,0,0,284,44,46,35,0,0
assurance,cpu,1012,train,3,0,60,0,0,0,0,0,46,35,30,25,0,0
assurance,cpu,1012,cancel,1,5,39,52,0,0,0,0,39,0,2,0,0,0
assurance,cpu,1012,inside-payment,2,2,33,41,0,0,0,0,37,0,2,0,0,0
assurance,cpu,1012,notification,3,0,27,0,0,0,0,0,38,24,20,17,0,0
assurance,cpu,1012,user,3,0,23,0,0,0,0,0,36,19,14,12,0,0
assurance,cpu,1012,food,3,3,95,126,0,0,0,0,99,16,14,13,0,0
assurance,cpu,1012,food-map,1,0,53,0,0,0,0,0,59,0,1,0,0,0
assurance,cpu,1012,travel,5,5,102,228,0,1,0,79,99,42,42,35,0,3
assurance,cpu,1012,gateway,0,16,0,1224,0,1,0,96,1224,140,59,38,0,0
assurance,cpu,1012,assurance,3,0,113,0,3,0,113,0,122,119,17,17,1,1
assurance,cpu,1012,consign,1,0,5,0,0,0,0,0,5,0,1,0,0,0
assurance,cpu,1012,contacts,3,0,95,0,0,0,0,0,108,17,10,7,0,0
assurance,cpu,1012,preserve,1,11,37,136,0,2,0,23,37,29,29,25,0,4
assurance,cpu,1012,preserve-other,1,9,4,15,0,1,0,2,4,2,4,2,0,0
assurance,cpu,1012,travel-plan,1,3,8,18,0,0,0,0,8,6,6,6,0,0
assurance,cpu,1012,ts-ui-dashboard,1,0,200,0,0,0,0,0,200,0,1,0,0,0
assurance,cpu,1012,payment,1,0,13,0,0,0,0,0,18,0,1,0,0,0
assurance,cpu,1012,seat,5,5,31,132,0,0,0,0,47,38,37,31,0,0
assurance,cpu,1012,security,2,2,8,40,0,0,0,0,32,24,27,21,0,0
assurance,cpu,1012,ticketinfo,4,1,104,100,3,0,95,0,53,41,40,35,0,2
assurance,cpu,1012,travel2,3,5,9,37,0,1,0,8,12,8,9,8,0,0
assurance,cpu,1012,route-plan,0,2,0,6,0,0,0,0,3,3,3,3,0,0
assurance,cpu,1012,config,1,0,32,0,0,0,0,0,31,26,20,17,0,0
assurance,cpu,1016,admin-order,1,2,216,288,0,0,0,0,216,0,1,0,0,0
assurance,cpu,1016,order,8,1,420,71,0,0,0,0,388,10,29,8,0,0
assurance,cpu,1016,order-other,8,1,281,75,0,0,0,0,287,9,22,7,0,0
assurance,cpu,1016,admin-route,1,1,1,1,0,0,0,0,1,0,1,0,0,0
assurance,cpu,1016,route,4,0,200,0,0,0,0,0,88,10,32,8,0,0
assurance,cpu,1016,auth,1,1,50,28,0,0,0,0,50,0,1,0,0,0
assurance,cpu,1016,verification-code,2,0,214,0,0,0,0,0,220,0,2,0,0,0
assurance,cpu,1016,basic,1,4,201,432,0,0,0,0,39,10,28,8,0,0
assurance,cpu,1016,price,1,0,32,0,0,0,0,0,32,9,18,5,0,0
assurance,cpu,1016,station,7,0,568,0,0,0,0,0,276,10,31,7,0,0
assurance,cpu,1016,train,3,0,119,0,0,0,0,0,38,9,27,6,0,0
assurance,cpu,1016,cancel,1,5,51,113,0,0,0,0,51,0,2,0,0,0
assurance,cpu,1016,inside-payment,2,3,33,28,0,0,0,0,35,0,4,0,0,0
assurance,cpu,1016,notification,3,0,30,0,0,0,0,0,33,10,11,6,0,0
assurance,cpu,1016,user,3,0,26,0,0,0,0,0,31,9,11,7,0,0
assurance,cpu,1016,food,3,3,89,192,0,0,0,0,93,10,12,7,0,0
assurance,cpu,1016,food-map,1,0,82,0,0,0,0,0,68,0,1,0,0,0
assurance,cpu,1016,travel,5,5,159,356,0,0,0,0,102,8,28,6,0,0
assurance,cpu,1016,gateway,0,18,0,1253,0,1,0,81,1253,91,45,9,0,0
assurance,cpu,1016,admin-travel,1,0,1,0,0,0,0,0,1,0,1,0,0,0
assurance,cpu,1016,assurance,3,0,91,0,3,0,91,0,96,91,9,9,1,1
assurance,cpu,1016,consign,1,0,8,0,0,0,0,0,8,0,1,0,0,0
assurance,cpu,1016,contacts,3,0,101,0,0,0,0,0,106,6,6,2,0,0
assurance,cpu,1016,preserve,1,11,15,82,0,1,0,8,15,8,9,6,0,0
assurance,cpu,1016,preserve-other,1,9,3,20,0,1,0,2,3,2,3,2,0,0
assurance,cpu,1016,travel-plan,1,4,12,62,0,0,0,0,12,0,11,0,0,0
assurance,cpu,1016,ts-ui-dashboard,1,0,212,0,0,0,0,0,212,0,1,0,0,0
assurance,cpu,1016,payment,1,0,9,0,0,0,0,0,12,0,2,0,0,0
assurance,cpu,1016,seat,5,5,66,217,0,0,0,0,37,10,27,8,0,0
assurance,cpu,1016,security,1,2,6,28,0,0,0,0,16,9,12,8,0,0
assurance,cpu,1016,ticketinfo,5,1,188,201,0,0,0,0,38,9,28,8,0,0
assurance,cpu,1016,route-plan,1,2,1,32,0,0,0,0,10,0,7,0,0,0
assurance,cpu,1016,travel2,2,5,38,96,0,0,0,0,15,2,14,2,0,0
assurance,cpu,1016,config,1,0,52,0,0,0,0,0,31,8,18,2,0,0
assurance,delay,1010,admin-basic-info,1,2,2,2,0,0,0,0,2,0,2,0,0,0
assurance,delay,1010,config,2,0,4,0,0,0,0,0,12,3,4,0,0,0
assurance,delay,1010,train,4,0,34,0,0,0,0,0,22,9,14,7,0,0
assurance,delay,1010,admin-order,1,2,171,171,0,0,0,0,171,0,1,0,0,0
assurance,delay,1010,order,8,1,330,78,0,0,0,0,355,10,17,6,0,0
assurance,delay,1010,order-other,7,1,240,83,1,0,1,0,256,8,9,4,0,0
assurance,delay,1010,auth,1,1,47,31,0,0,0,0,47,0,1,0,0,0
assurance,delay,1010,verification-code,2,0,238,0,0,0,0,0,248,0,2,0,0,0
assurance,delay,1010,basic,1,4,41,104,0,0,0,0,23,10,14,7,0,0
assurance,delay,1010,price,1,0,9,0,0,0,0,0,15,7,6,3,0,0
assurance,delay,1010,route,2,0,77,0,0,0,0,0,65,8,13,5,0,0
assurance,delay,1010,station,5,0,299,0,0,0,0,0,282,10,16,7,0,0
assurance,delay,1010,cancel,1,5,58,85,0,0,0,0,58,0,3,0,0,0
assurance,delay,1010,inside-payment,2,3,48,72,0,0,0,0,55,0,4,0,0,0
assurance,delay,1010,notification,2,0,18,0,0,0,0,0,24,8,5,4,0,0
assurance,delay,1010,user,3,0,20,0,0,0,0,0,26,9,7,5,0,0
assurance,delay,1010,food,3,3,84,151,0,0,0,0,85,9,6,5,0,0
assurance,delay,1010,food-map,1,0,59,0,0,0,0,0,61,0,1,0,0,0
assurance,delay,1010,travel,4,5,71,146,0,0,0,0,78,9,14,6,0,0
assurance,delay,1010,gateway,0,17,0,1321,0,3,0,117,1321,117,31,8,0,0
assurance,delay,1010,assurance,3,0,111,0,3,0,111,0,113,113,6,6,1,1
assurance,delay,1010,consign,1,0,8,0,0,0,0,0,8,0,1,0,0,0
assurance,delay,1010,contacts,2,0,97,0,0,0,0,0,99,9,6,5,0,0
assurance,delay,1010,preserve,1,11,10,54,1,1,10,4,10,10,6,6,0,0
assurance,delay,1010,preserve-other,1,3,1,3,1,1,1,1,1,1,1,1,0,0
assurance,delay,1010,travel-plan,1,0,1,0,0,0,0,0,1,0,1,0,0,0
assurance,delay,1010,ts-ui-dashboard,1,0,220,0,0,0,0,0,220,0,1,0,0,0
assurance,delay,1010,payment,1,0,24,0,0,0,0,0,32,0,2,0,0,0
assurance,delay,1010,seat,3,5,13,27,0,0,0,0,17,6,13,6,0,0
assurance,delay,1010,security,1,2,4,9,0,0,0,0,8,8,6,6,0,0
assurance,delay,1010,ticketinfo,3,1,44,41,0,0,0,0,24,10,13,6,0,0
assurance,delay,1010,travel2,1,4,1,6,0,1,0,1,2,1,2,1,0,0
assurance,delay,1014,admin-order,1,2,180,189,0,0,0,0,180,0,1,0,0,0
assurance,delay,1014,order,8,1,311,59,0,0,0,0,324,21,30,15,0,0
assurance,delay,1014,order-other,7,1,218,74,2,0,2,0,250,14,18,11,0,0
assurance,delay,1014,auth,1,1,49,29,0,0,0,0,49,0,1,0,0,0
assurance,delay,1014,verification-code,2,0,214,0,0,0,0,0,226,0,2,0,0,0
assurance,delay,1014,basic,1,4,105,231,0,0,0,0,36,19,27,15,0,0
assurance,delay,1014,price,1,0,19,0,0,0,0,0,24,13,11,5,0,0
assurance,delay,1014,route,3,0,105,0,0,0,0,0,67,16,20,8,0,0
assurance,delay,1014,station,6,0,371,0,0,0,0,0,250,20,29,14,0,0
assurance,delay,1014,train,3,0,50,0,0,0,0,0,30,16,17,8,0,0
assurance,delay,1014,cancel,1,5,38,51,0,1,0,3,38,3,4,1,0,0
assurance,delay,1014,inside-payment,2,3,26,24,1,1,3,1,34,4,3,2,0,0
assurance,delay,1014,notification,2,0,15,0,0,0,0,0,28,22,9,8,0,0
assurance,delay,1014,user,3,0,17,0,0,0,0,0,28,21,11,10,0,0
assurance,delay,1014,food,3,3,75,120,0,0,0,0,79,15,11,10,0,0
assurance,delay,1014,food-map,1,0,50,0,0,0,0,0,55,0,1,0,0,0
assurance,delay,1014,travel,5,5,106,220,0,0,0,0,83,18,26,13,0,0
assurance,delay,1014,gateway,0,16,0,1187,0,3,0,124,1187,128,44,19,0,0
assurance,delay,1014,assurance,3,0,113,0,3,0,113,0,115,115,9,9,1,1
assurance,delay,1014,consign,1,0,9,0,0,0,0,0,9,0,1,0,0,0
assurance,delay,1014,contacts,2,0,93,0,0,0,0,0,101,15,6,5,0,0
assurance,delay,1014,preserve,1,11,18,75,1,1,18,9,18,18,13,13,0,2
assurance,delay,1014,preserve-other,1,6,3,7,1,2,3,2,3,3,3,3,0,0
assurance,delay,1014,travel-plan,1,4,8,19,0,0,0,0,8,0,7,0,0,0
assurance,delay,1014,ts-ui-dashboard,1,0,193,0,0,0,0,0,193,0,1,0,0,0
assurance,delay,1014,payment,1,0,7,0,0,0,0,0,13,1,2,1,0,0
assurance,delay,1014,seat,5,5,35,132,0,0,0,0,35,19,28,16,0,0
assurance,delay,1014,security,1,2,6,20,0,0,0,0,14,14,11,11,0,0
assurance,delay,1014,ticketinfo,5,1,96,105,0,0,0,0,36,20,26,15,0,0
assurance,delay,1014,route-plan,1,2,2,15,0,0,0,0,8,0,6,0,0,0
assurance,delay,1014,travel2,2,4,15,18,0,0,0,0,9,2,8,2,0,0
assurance,delay,1014,config,1,0,28,0,0,0,0,0,26,10,18,8,0,0
auth,abort,1011,basic,1,4,36,59,0,0,0,0,6,0,3,0,0,0
auth,abort,1011,price,1,0,3,0,0,0,0,0,6,0,2,0,0,0
auth,abort,1011,route,3,0,29,0,0,0,0,0,6,0,3,0,0,0
auth,abort,1011,station,2,0,51,0,0,0,0,0,6,0,3,0,0,0
auth,abort,1011,train,3,0,19,0,0,0,0,0,6,0,3,0,0,0
auth,abort,1011,gateway,0,5,0,560,0,2,0,149,560,149,6,2,0,0
auth,abort,1011,assurance,1,0,67,0,1,0,67,0,67,67,1,1,0,2
auth,abort,1011,auth,1,0,82,0,1,0,82,0,82,82,1,1,1,1
auth,abort,1011,travel,3,5,29,61,0,0,0,0,6,0,3,0,0,0
auth,abort,1011,travel-plan,1,3,2,22,0,0,0,0,2,0,2,0,0,0
auth,abort,1011,verification-code,1,0,405,0,0,0,0,0,405,0,1,0,0,0
auth,abort,1011,route-plan,0,2,0,6,0,0,0,0,1,0,1,0,0,0
auth,abort,1011,travel2,2,4,6,14,0,0,0,0,2,0,2,0,0,0
auth,abort,1011,seat,2,5,12,49,0,0,0,0,5,0,3,0,0,0
auth,abort,1011,config,1,0,12,0,0,0,0,0,6,0,3,0,0,0
auth,abort,1011,order,2,0,13,0,0,0,0,0,5,0,3,0,0,0
auth,abort,1011,order-other,2,0,2,0,0,0,0,0,2,0,2,0,0,0
auth,abort,1011,ticketinfo,3,1,39,36,0,0,0,0,6,0,3,0,0,0
auth,abort,1015,basic,1,4,76,163,0,0,0,0,14,0,8,0,0,0
