rootcause,faulttype,injectionver,pattern,score,in,out,localizedat
seat,cpu,1016,"seat,","25.53,","28,","0,",1
seat,delay,1010,"seat,train,","14.29,0.71,","20,1,","0,0,",1
seat,delay,1014,"seat,travel,preserve,","14.00,2.79,1.10,","23,14,4,","7,22,7,",1
seat,delay,1025,"travel,notification,cancel,preserve,user,","1.87,0.95,0.26,0.18,0.09,","9,4,0,2,1,","0,0,4,1,0,",-1
security,abort,1023,"preserve,security,","17.22,10.52,","38,22,","20,0,",2
security,cpu,1012,,,,,-1
security,cpu,1016,,,,,-1
security,delay,0421,"cancel,consign,inside-payment,ui-dashboard,","0.33,0.33,0.12,0.05,","0,2,1,0,","1,0,0,2,",-1
security,delay,1010,"security,preserve,","7.69,5.85,","10,16,","0,8,",1
security,delay,1014,"security,preserve,","5.62,5.40,","10,18,","0,9,",1
security,delay,1025,"security,preserve,","25.14,8.45,","44,54,","0,42,",1
station,abort,1011,"station,travel,route-plan,ticketinfo,travel-plan,basic,","20.83,5.49,4.83,4.44,3.43,2.75,","27,31,0,25,10,30,","0,25,13,30,0,27,",1
station,abort,1015,"station,route-plan,travel-plan,travel,ticketinfo,basic,","33.56,8.30,7.81,1.91,1.86,0.93,","37,0,16,32,34,36,","0,17,0,34,36,37,",1
station,abort,1023,"station,ticketinfo,basic,route-plan,travel,travel-plan,","39.10,38.27,17.83,16.74,14.25,7.65,","68,50,91,0,68,27,","0,91,68,41,50,0,",1
station,cpu,1012,"station,seat,ticketinfo,order,travel,basic,food,order-other,","30.16,4.19,2.33,2.21,2.03,1.52,0.47,0.15,","40,6,22,7,18,27,10,6,","0,16,27,2,21,24,8,5,",1
station,cpu,1016,"station,travel,food,order,route,","53.64,3.67,2.46,1.00,0.28,","82,4,13,25,1,","0,15,22,22,0,",1
station,delay,0402,"cancel,inside-payment,travel2,route-plan,","1.04,0.74,0.55,0.38,","0,7,9,0,","5,0,0,8,",-1
station,delay,0414,"security,order-other,station,order,","2.44,2.21,0.74,0.61,","1,0,14,11,","11,14,0,0,",3
station,delay,0421,"cancel,inside-payment,ui-dashboard,order,station,","1.88,1.81,0.14,0.09,0.01,","2,7,0,0,1,","5,0,4,1,0,",5
station,delay,1025,"station,travel,ticketinfo,basic,","44.18,23.82,5.00,0.96,","47,16,43,48,","0,43,48,47,",1
station+basic,delay,1021,"station,travel,seat,ticketinfo,travel-plan,","25.87,17.50,3.28,3.25,0.61,","34,10,7,30,5,","0,31,0,34,1,",-1
ticketinfo,abort,1011,"ticketinfo,travel-plan,route-plan,travel,","34.11,7.58,7.58,1.95,","36,16,0,34,","0,0,16,36,",1
ticketinfo,abort,1024,"ticketinfo,travel,route-plan,travel-plan,ts-ui-dashboard,","108.17,62.41,10.18,7.49,3.21,","134,60,0,21,23,","0,134,30,0,0,",1
ticketinfo,cpu,1014,"ticketinfo,travel,","28.70,9.70,","44,17,","0,44,",1
ticketinfo,cpu,1016,"ticketinfo,seat,travel,preserve,route,","25.10,9.60,4.43,1.14,0.43,","26,0,15,4,1,","0,12,26,7,0,",1
ticketinfo,delay,0402,,,,,-1
ticketinfo,delay,0402,"cancel,inside-payment,travel2,route-plan,","1.29,0.82,0.55,0.47,","0,8,9,0,","6,0,0,9,",-1
ticketinfo,delay,0414,"preserve,ticketinfo,order,order-other,travel,station,route-plan,security,","8.27,3.41,2.70,2.29,1.63,1.36,1.15,0.76,","0,24,19,0,0,11,0,17,","23,0,0,11,13,0,8,15,",2
ticketinfo,delay,0421,"cancel,inside-payment,ui-dashboard,","2.67,1.67,0.02,","0,5,0,","4,0,1,",-1
ticketinfo,delay,0430,,,,,-1
ticketinfo,delay,0430,"inside-payment,ui-dashboard,","11.14,1.02,","12,0,","0,13,",-1
ticketinfo,delay,1010,"ticketinfo,travel,seat,","31.24,17.49,3.38,","34,16,0,","0,34,5,",1
ticketinfo,delay,1025,"ticketinfo,travel,","29.41,19.25,","32,11,","0,32,",1
train,abort,1011,"train,travel-plan,route-plan,basic,travel,ticketinfo,","32.44,7.74,7.33,6.88,5.37,2.95,","43,21,0,50,41,47,","0,0,19,43,47,50,",1
train,abort,1015,"train,route-plan,travel-plan,travel,basic,ticketinfo,","25.93,15.07,12.70,3.81,1.95,0.93,","33,0,21,38,35,34,","0,24,0,34,33,35,",1
train,cpu,1012,"train,basic,ticketinfo,seat,travel,","72.99,11.63,8.40,7.00,4.17,","92,38,48,61,83,","0,51,38,69,90,",1
train,cpu,1016,"train,ticketinfo,basic,seat,travel,preserve,","62.32,10.86,9.84,5.01,4.80,2.47,","70,16,28,44,54,16,","0,28,39,50,63,22,",1
train,delay,0414,"security,preserve,order-other,","5.43,3.58,1.96,","0,0,0,","15,10,11,",-1
train,delay,0415,,,,,-1
train,delay,0415,"station,basic,ui-dashboard,travel,food,order-other,order,security,","5.22,3.55,3.33,2.61,0.20,0.18,0.13,0.10,","8,12,0,8,2,0,1,2,","0,6,10,12,0,2,0,1,",-1
train,delay,0429,,,,,-1
train,delay,0429,"cancel,inside-payment,ui-dashboard,","1.00,0.67,0.02,","1,2,0,","2,0,1,",-1
train,delay,0430,,,,,-1
train,delay,0430,"train,seat,travel,basic,route-plan,","14.50,6.45,5.00,2.28,2.09,","29,4,17,11,0,","0,21,27,7,6,",1
train,delay,1010,"train,basic,seat,travel,ticketinfo,","31.61,8.12,3.51,1.75,1.71,","36,12,28,32,14,","0,21,24,36,12,",1
train,delay,1025,"train,seat,ticketinfo,basic,","46.54,22.51,13.48,10.76,","55,19,14,29,","0,45,29,41,",1
train+order,delay,1021,"train,travel,order,ticketinfo,basic,seat,","23.48,19.69,16.80,3.49,0.80,0.79,","30,20,27,26,22,28,","0,41,0,22,21,29,",-1
travel,abort,1011,"travel,travel-plan,route-plan,auth,","28.15,7.04,4.43,0.29,","35,18,0,5,","0,0,12,0,",1
travel,abort,1015,"travel,route-plan,travel-plan,","47.00,15.98,14.86,","47,0,26,","0,27,0,",1
travel,cpu,1014,"travel,food,seat,station,preserve,","19.86,2.10,0.85,0.56,0.31,","40,27,13,2,5,","10,23,16,0,7,",1
travel,cpu,1016,"travel,food,","25.52,2.45,","54,24,","24,28,",1
travel,delay,0415,,,,,-1
travel,delay,0415,"travel,basic,station,route-plan,ui-dashboard,ticketinfo,","91.20,76.95,4.17,2.50,1.92,0.79,","0,113,23,0,0,114,","114,15,0,8,4,113,",1
travel,delay,1010,"travel,seat,food,order,preserve,user,","27.34,1.85,1.60,0.75,0.12,0.11,","50,19,23,3,4,1,","17,24,26,0,5,0,",1
travel,delay,1014,"travel,food,seat,order,","23.84,2.13,1.05,0.14,","33,25,4,2,","4,22,9,0,",1
travel,delay,1025,"travel,seat,food,notification,preserve,","21.02,11.25,6.90,0.50,0.33,","34,9,19,3,5,","0,30,3,0,7,",1
travel-plan,abort,1015,"travel-plan,","53.15,","56,","0,",1
travel-plan,cpu,1012,"travel-plan,","9.63,","17,","0,",1
travel-plan,delay,0430,,,,,-1
travel-plan,delay,0430,"inside-payment,ui-dashboard,cancel,","51.13,4.57,0.83,","52,0,7,","0,59,0,",-1
user,abort,1011,"user,cancel,preserve,seat,","25.14,5.01,0.27,0.23,","27,0,5,0,","0,19,6,1,",1
user,abort,1015,"user,cancel,preserve,","23.52,5.41,0.32,","27,0,8,","0,20,7,",1
user,abort,1023,"user,preserve,","18.56,12.01,","35,35,","0,10,",1
user,cpu,1012,"user,cancel,preserve,","29.82,3.56,2.84,","43,0,0,","0,21,16,",1
user,cpu,1016,"user,cancel,preserve,","27.57,4.84,2.12,","36,0,0,","0,24,11,",1
user,delay,0421,"cancel,inside-payment,ui-dashboard,","1.00,0.69,0.04,","2,3,0,","3,0,2,",-1
user,delay,0430,,,,,-1
user,delay,0430,"train,basic,travel,route-plan,","5.40,2.25,1.36,1.26,","9,3,11,0,","0,0,13,2,",-1
user,delay,1010,"user,preserve,cancel,","32.07,1.02,0.95,","42,16,24,","0,13,27,",1
user,delay,1014,"user,ticketinfo,preserve,","16.41,0.36,0.35,","19,1,8,","0,0,7,",1
user,delay,1025,"user,preserve,notification,cancel,preserve-other,","9.76,6.12,1.51,1.05,0.73,","24,19,7,15,3,","0,0,0,19,8,",1
user+verification-code,cpu,1021,"verification-code,auth,user,preserve,","48.52,5.52,3.45,1.21,","87,0,20,0,","0,28,0,13,",-1
verification-code,abort,1011,"verification-code,","952.87,","1100,","0,",1
verification-code,abort,1015,"verification-code,","589.35,","650,","0,",1
verification-code,abort,1023,"verification-code,","1457.36,","1772,","0,",1
verification-code,cpu,1012,"verification-code,auth,train,seat,ticketinfo,","109.94,6.62,0.87,0.58,0.36,","181,0,11,7,5,","0,41,0,0,0,",1
verification-code,cpu,1016,"verification-code,auth,","94.01,1.96,","148,0,","0,20,",1
verification-code,delay,1010,"verification-code,assurance,","224.51,6.83,","294,51,","0,0,",1
verification-code,delay,1014,"verification-code,assurance,auth,","123.25,3.73,0.29,","151,26,23,","0,0,25,",1
verification-code,delay,1025,"verification-code,assurance,auth,","135.32,4.34,0.63,","195,35,33,","0,0,36,",1
